id,brand,category,productCategory,colorway,condition,minimumBid,gender,name,releaseDate,retailPrice,shoe,lowestAsk,lowestAskSize,salesThisPeriod,highestBid,highestBidSize,numberOfBids,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,salesLast72Hours,totalDollars,deadstockSoldRank,pricePremiumRank,averageDeadstockPriceRank,img
b444442d-9e4d-4c91-88ea-692468be3a01,Jordan,Air Jordan Five,sneakers,Ice Blue/University Red-Sail-Metallic Gold,New,25,men,Trophy Room Ice Blue,2019-05-18 23:59:59,200,Jordan 5 Retro,690,14,25,1100,9.5,293,2000,351,0.094675,3363,4.65,579,25,1947558,66,70,99,"https://stockx.imgix.net/Air-Jordan-5-Retro-Trophy-Room-Ice-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1558781094"
445f3a35-78bc-46d8-94ea-361bfce0caf0,Jordan,Air Jordan Five,sneakers,Black/Challenge Red-White,New,25,men,Paris Saint-Germain,2018-09-14 23:59:59,225,Jordan 5 Retro,185,14,18,273,9,140,525,131,0.078427,4321,0.284,251,18,1086497,61,68,23,"https://stockx.imgix.net/Air-Jordan-5-Retro-Paris-Saint-Germain-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
2128324e-091e-4604-858a-39c671ef9a38,Jordan,Air Jordan Five,sneakers,White/New Emerald-Grape Ice-Black,New,25,men,Grape Fresh Prince,2018-09-25 23:59:59,190,Jordan 5 Retro,179,8,16,200,14,130,600,132,0.082422,3184,0.095,229,16,729476,8,52,95,"https://stockx.imgix.net/Air-Jordan-5-Retro-Grape-Fresh-Prince-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1539027431"
d682a939-b5ad-421a-9130-0003da9a3854,Jordan,Air Jordan Five,sneakers,Black/Fire Red-Metallic Silver-White,New,25,men,Black Metallic (2016),2016-07-23 23:59:59,220,Jordan 5 Retro,200,7,16,255,9.5,122,320,140,0.054223,1858,0.205,248,16,461643,41,99,89,"https://stockx.imgix.net/Air-Jordan-5-Retro-Black-Metallic-2016-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
d09cfcf1-b609-4e59-b50f-15e5cc3434ef,Jordan,Air Jordan Five,sneakers,Black/University Red,New,25,men,Satin Bred,2018-11-03 23:59:59,190,Jordan 5 Retro,131,11,14,138,9,97,400,90,0.085708,2991,-0.137,165,14,494588,88,65,35,"https://stockx.imgix.net/Air-Jordan-5-Retro-Satin-Bred-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1546584693"
4d5e9c69-c524-453f-bbfd-a8a3977382fb,Jordan,Air Jordan Five,sneakers,White/University Red-Black-Matte Silver,New,25,men,White Cement,2017-08-05 23:59:59,190,Jordan 5 Retro,210,16,11,257,8,74,410,80,0.173924,730,0.447,208,11,151884,5,88,68,"https://stockx.imgix.net/Air-Jordan-5-Retro-White-Cement-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1560545546"
c1453e36-3949-48d4-bdb9-ce3810450449,Jordan,Air Jordan Five,sneakers,Multi-Color/Multi-Color,New,25,men,Wings,2018-09-29 23:59:59,200,Jordan 5 Retro,274,14,8,473,7.5,146,699,190,0.195337,4784,0.65,294,8,1406036,44,31,73,"https://stockx.imgix.net/Air-Jordan-5-Retro-Wings-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1539027461"
f790b400-1a77-4a43-8eac-1a8a3e073835,Jordan,Air Jordan Five,sneakers,White/Emerald-New Grape-Ice Blue,New,25,men,Grape (2013),2013-05-04 23:59:59,160,Jordan 5 Retro,199,10.5,8,220,14,76,300,145,0.091806,877,0.5,210,8,184268,27,96,1,"https://stockx.imgix.net/Air-Jordan-5-Retro-Grape-2013.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
b0a7db05-bc72-473d-80cd-f7f83c9db48c,Jordan,Air Jordan Five,sneakers,Sail/Racer Blue-Cone-Black,New,25,child,International Flight (GS),2018-08-25 23:59:59,140,Jordan 5 Retro,91,6.5Y,8,116,5Y,47,220,75,0.048453,256,-0.321,108,8,27675,53,22,24,"https://stockx.imgix.net/Air-Jordan-5-Retro-International-Flight-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
374b6c07-4eba-4ea6-b6ac-038bcb2f39d3,Jordan,Air Jordan Five,sneakers,Game Royal/Black,New,25,men,Blue Suede,2017-09-30 23:59:59,190,Jordan 5 Retro,190,11,7,187,11.5,85,299,60,0.093616,869,-0.147,185,7,160663,47,84,31,"https://stockx.imgix.net/Air-Jordan-5-Retro-Blue-Suede-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1546584395"
8b803da9-de89-45f1-b119-d0a8f9e97609,Jordan,Air Jordan Five,sneakers,Sail/Racer Blue-Cone-Black,New,25,men,International Flight,2018-08-25 23:59:59,190,Jordan 5 Retro,115,11.5,6,206,7,94,262,85,0.204016,2936,-0.053,148,6,433664,26,55,42,"https://stockx.imgix.net/Air-Jordan-5-Retro-International-Flight-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256"
9d3ccbc1-6b0f-415c-987b-73eabba42fd9,Jordan,Air Jordan Five,sneakers,Dark Stucco/University Red-River Rock,New,25,men,P51 Camo,2017-09-02 23:59:59,190,Jordan 5 Retro,151,12,5,176,13,86,200,66,0.111179,799,-0.253,147,5,117327,98,70,95,"https://stockx.imgix.net/Air-Jordan-5-Retro-P51-Camo-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1548139217"
2a1bf2c2-6c95-44b3-85de-13e9bdcf1c92,Jordan,Air Jordan Five,sneakers,White/Varsity Maize-Varsity Royal-Black,New,25,men,Laney (2013),2013-11-02 23:59:59,170,Jordan 5 Retro,165,11,5,183,12,94,261,110,0.077315,528,0.11,188,5,99489,58,43,57,"https://stockx.imgix.net/Air-Jordan-5-Retro-Laney-2013-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1555965357"
3fb02e4f-d47e-468c-9566-38bf960c5921,Jordan,Air Jordan Five,sneakers,Black/University Red,New,25,child,Satin Bred (GS),2018-11-03 23:59:59,140,Jordan 5 Retro,63,4.5Y,5,82,7Y,30,165,50,0.226227,403,-0.571,100,5,40317,27,96,9,"https://stockx.imgix.net/Air-Jordan-5-Retro-Satin-Bred-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1546584679"
80649013-b214-419d-9a45-789790ab75a6,Jordan,Air Jordan Five,sneakers,White/Fire-Red/Black,New,25,men,Fire Red (2006),2006-12-16 23:59:59,160,Jordan 5 Retro,200,9.5,5,175,10.5,34,285,86,0.134799,145,0.244,192,5,27885,83,70,77,"https://stockx.imgix.net/Air-Jordan-5-Retro-Fire-Red-2006-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1546584406"
8365b671-ece7-4e83-bb2d-a6790e63f5c6,Jordan,Air Jordan Five,sneakers,University Red/Black,New,25,men,Red Suede,2017-07-02 23:59:59,190,Jordan 5 Retro,200,11,4,213,8.5,84,330,133,0.173986,911,-0.153,195,4,177883,59,97,71,"https://stockx.imgix.net/Air-Jordan-5-Retro-Red-Suede-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1546584665"
dc8906b2-67c1-438b-a61d-9b7a51abeb97,Jordan,Air Jordan Five,sneakers,White/Metallic Silver-Black,New,25,men,Metallic White (2015),2015-04-04 23:59:59,190,Jordan 5 Retro,197,11,4,210,8,85,300,116,0.103712,562,0.053,190,4,106881,37,2,64,"https://stockx.imgix.net/Air-Jordan-5-Retro-White-Metallic-Silver-2015-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554093555"
